nombre;categoria;rvc;epochs;language;enlace;nombre2;rvc2;epochs2;language2;enlace2;nombre3;rvc3;epochs3;language3;enlace3;nombre4;rvc4;epochs4;language4;enlace4;nombre5;rvc5;epochs5;language5;enlace5;nombre6;rvc6;epochs6;language6;enlace6;nombre7;rvc7;epochs7;language7;enlace7;nombre8;rvc8;epochs8;language8;enlace8;nombre9;rvc9;epochs9;language9;enlace9;nombre10;rvc10;epochs10;language10;enlace10
A$AP, Rocky;Singer;RVC;;;https://app.kits.ai/convert/shared/adollarap-rocky;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aatrox;League of Legends;RVC2;1000;;https://huggingface.co/AyyMann/AyyMannAI/resolve/main/AatroxTheDarkinBlade.zip?download=true;Aatrox ;RVC2;300;;https://huggingface.co/trinitytf/Aatrox/resolve/main/Aatrox.zip;Aatrox ;RVCV2;300;Portugues;https://huggingface.co/AlbinoSenpai/aatrox/resolve/main/aatrox.zip;Aatrox ;RVC2;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adele;Singer;RVC2;300;;https://huggingface.co/GoDZ21/AdeleAI_21Era_RVCv2_rmvpe/resolve/main/adele_twentyoneera_RVCv2.zip;Adele;RVC;400;;https://drive.google.com/file/d/1454sbUV0We23y9a7QkoTXfY52HXorTCV/view?usp=share_link;Adele;RVCV2, RMVPE;500;;https://huggingface.co/Bilious/Adele30Model/resolve/main/Adele30Model.zip?download=true;Adele;RVCV2;470;;https://huggingface.co/AIVER-SE/Adele/resolve/main/Adele.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adolf Hitler;Politician;RVC2;200;Austrian;https://huggingface.co/Stevenojob/austrian_painter/resolve/main/austrian%20painter.zip?download=true;Adolf Hitler;RVC2;200;;https://huggingface.co/MrDawg/AdolfERB/blob/main/AdolfERB.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Amber;Brawl Stars;;;;https://huggingface.co/fernandogg2009/Amber/resolve/main/Amber.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anakin Skywalker ;Star Wars;;500;;https://models.weights.gg/cloampk6400wkwsj798mvv18c.zip;Anakin Skywalker ;RVC2;500;;https://huggingface.co/TJKAI/AnakinSkywalker/resolve/main/AnakinSkywalker.zip;Anakin Skywalker ;RVC2;500;;https://huggingface.co/Akitai/AnakinCGI/resolve/main/AnakinCGI.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Android 13;Dragon Ball;RVC2;300;;https://huggingface.co/SyberGen/DragonBallVModels/resolve/main/Android13.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Android 16 ;Dragon Ball;RVC2;300;;https://huggingface.co/SyberGen/DragonBall-Ov2Super/resolve/main/Android16-FighterZ.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Android 21;Dragon Ball;RVC2;300;;https://huggingface.co/SyberGen/DragonBallVModels/resolve/main/Android21Evil.zip?download=true;Android 21 ;RVC2;300;;https://huggingface.co/SyberGen/DragonBallVModels/resolve/main/Android21Good.zip;Android 21 ;RVC2;300;;https://huggingface.co/SyberGen/DragonBallVModels/resolve/main/Android21-LabCoat.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andy Black;Singer;RVC2;490;;https://huggingface.co/SUP3RMASS1VE/Andy-Black-0v2/resolve/main/Andy%20Black%200v2.zip?download=true;Andy Black;RVC2;200;;https://huggingface.co/SUP3RMASS1VE/AndyBlack/resolve/main/AndyBlack.zip;Andy Black;RVC2;700;;https://huggingface.co/SUP3RMASS1VE/Andy-Black/resolve/main/Andy-Black.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angel Dust;Hazbin Hotel;RVC2, OV2;300;Português;https://huggingface.co/BunnyToon/angel-cantando/resolve/main/angel.zip?download=true;Angel Dust;RVC2, RVMPE;250;;https://huggingface.co/ScruffyRVC/RFCRVCV2/resolve/main/AngelDust.zip?download=true;Angel Dust;RVC2;260;Português;https://huggingface.co/BunnyToon/angel/resolve/main/angel.zip?download=true;Angel Dust;RVC2;1000;Italian;https://huggingface.co/Loren85/Angel-Dust-Hazbin-Hotel-Ita/resolve/main/Angel%20Dust%20Hazbin%20Hotel%20ita.zip?download=true;Angel Dust;RVC2, OV2;350;italian;https://huggingface.co/Loren85/Angel-Dust-Italiano-Hazbin-hotel/resolve/main/Angel%20Dust%20Ita.zip?download=true;Angel Dust;RVC2, RVMPE;800;;https://huggingface.co/ScruffyRVC/RFCRVCV2/resolve/main/angeldust2.zip?download=true;Angel Dust;RVC2;1000;;https://huggingface.co/Loren85/Angel-dust-New-Voice/resolve/main/Angel%20Dust%20New%20Voice.zip?download=true;;;;;;;;;;;;;;;
Angelo;Brawl Stars;RVC2, RMVPE;200;;https://huggingface.co/PlayerBPlaytime/My-Models/resolve/main/Angelo.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anna;Frozen;RVC2;600;;https://huggingface.co/SCRFilms/AnnaFrozenV3/resolve/main/Anna_V6_rmvpe_600_10batch.zip?download=true;Anna;RVC2;600;;https://huggingface.co/SCRFilms/AnnaFrozenV3/resolve/main/AnnaFrozenV3.zip?download=true;Anna;RVC2;500;;https://huggingface.co/SCRFilms/AnnaFrozen/resolve/main/AnnaFrozen_1.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Annonceurs COD CW - Faction BND;Call of Duty;;;;https://models.weights.gg/3fce38df-ea55-429e-aabc-30381fb6f875.zip;Annonceurs COD CW - Faction CIA;;;;https://models.weights.gg/30e59e21-54f9-4a65-9a07-1fb9cce9497b.zip;Annonceurs COD CW - Faction DGI;;;;https://models.weights.gg/2d6658c6-0360-4588-b132-ad82152a20f3.zip;Annonceurs COD CW - Faction HVA;;;;https://models.weights.gg/95a739dd-2276-488e-8174-1678ca908141.zip;Annonceurs COD CW - Faction KGB;;;;https://models.weights.gg/0af855cd-ff39-4819-91e9-f6120f198918.zip;Annonceurs COD CW - Faction MI6;;;;https://models.weights.gg/1e1f211b-7051-410c-bcf4-ea437a5803f3.zip;;;;;;;;;;;;;;;;;;;;
Antonino Cannavaciuolo;;RMVPE;250;Italian;https://huggingface.co/FanFierik/Antonino/resolve/main/Antonino.zip?download=true;Antonino Cannavaciuolo;RVC2;250;;https://huggingface.co/FanFierik/Antonino/resolve/main/Antonino.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Antonio Cassano;Footballer;RVC2;300;Italian;https://huggingface.co/antoskyron/cassano/resolve/main/cassano.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anuel AA;Singer;RVC2;400;;https://huggingface.co/TexX/RVC_Models/resolve/main/Anuel_AA.zip;Anuel AA;RVC2;200;;https://huggingface.co/Dragonite/Anuel_AAv3/resolve/main/AnuelAA.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aoyama Nagisa;Actor;RVC2;460;;https://huggingface.co/Clarkseokjin/Seiyuu-Singing/resolve/main/AoyamaNagisa.zip;Aoyama Nagisa;RMVPE;460;;https://models.weights.gg/cloentb4i0000wsbtmzsyj05i.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aria Blaze;My Little Pony;RVC2;450;;https://huggingface.co/shadowlight2784/Aria_Blaze_450_Epochs_RVC/resolve/main/Aria%20Blaze.zip;Aria Blaze ;RVC2;250;;https://drive.google.com/file/d/1KUS-GBjSuY36-anEeGMgqDJqxWGDuHFL/view?usp=sharing;Aria Blaze ;RVC2;400;;https://huggingface.co/MusicBox27/MyLittlePonyRVC/resolve/main/AriaBlazeV3.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arnold Schwarzenegger;Actor;RVC2;220;;https://huggingface.co/Hazza1/Terminator/resolve/main/terminator.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arsenio ;Lupin III;RVC2;300;Italian;https://huggingface.co/FanFierik/Lupin/resolve/main/Lupin.zip;Arsenio ;RVC2;300;Italian;https://huggingface.co/FanFierik/Lupin2/resolve/main/Lupin2.zip;Arsenio;RVC2;300;;https://huggingface.co/FanFierik/Lupin2/resolve/main/Lupin2.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ash Ketchum;Pokémon;RVC2;250;English;https://huggingface.co/ecartersterling/AshKetchumRVC/resolve/main/AshKetchumRVC.zip;Ash Ketchum;RVC2;370;Polish;https://huggingface.co/Nikt271/Ash/resolve/main/Ash%20Ketchum.zip?download=true;Ash Ketchum;RVC2;350;English;https://huggingface.co/Slkdow/XYZAshKetchum/resolve/main/AshKetchumxyzV2.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asmodeus ;Hazbin Hotel;RVC2, OV2;500;;https://huggingface.co/ScruffyRVC/RFCRVCV2/resolve/main/asmodeus.zip?download=true;Asmodeus ;RVC2;250;Português;https://huggingface.co/BunnyToon/asmodeus/resolve/main/asmodeus.zip?download=true;Asmodeus ;RVC2;250;;https://huggingface.co/melissalol/Asmodeus/resolve/main/Asmodeus.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astérix;Astérix-Obélix;RVC2;220;;https://huggingface.co/PtitLulu/Asterix_RogerCarel/resolve/main/Asterix_RogerCarel_V1.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atreus;God of War;RVMPE;200;;https://huggingface.co/Homiebear/ATREUS/resolve/main/Atreus.zip?download=true;Atreus;RVC2;240;;https://huggingface.co/imcertibtw/AtreusGodofWar/resolve/main/Atreus.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aurelion Sol;League of Legends;RVC2;500;;https://huggingface.co/AyyMann/AyyMannAI/resolve/main/AurelionSolTheStarForger.zip;Aurelion Sol;RVC2;500;;https://huggingface.co/RUXHIR2828/Aurelion/resolve/main/aurelion.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Austin Shukis (Shoo!);Singer;RVC2;600;;https://huggingface.co/Tsua098/AustinIdiology600/blob/main/AustinIdiologyRVC.zip;Austin Shukis;RVC2;280;;https://huggingface.co/Tsua098/Tsua280/blob/main/Tsua280.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ava Max;Singer;RVC2;1000;;https://huggingface.co/Ryujin88/avadiamond/resolve/main/avadiamond.zip;Ava Max ;RVC2;350;;https://huggingface.co/Ryujin88/AVA_MAX_HEAVEN_AND_HELL/resolve/main/heavenxhellava.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avril Lavigne;Singer;RVC2, RMVPE;500;;https://huggingface.co/helfort/AvrilLavigneFromGLEraRVCv2rmvpe500Epochs/resolve/main/avril-FromGLera.zip;Avril Lavigne ;RVC2, RMVPE;500;;https://huggingface.co/SUP3RMASS1VE/Avril-Lavigne/resolve/main/Avril%20Lavigne.zip?download=true;Avril Lavigne;RVC2, RMVPE;500;;https://huggingface.co/RVC123/RVC/resolve/main/avril_lavigne_rmvpe_e300.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aya Maruyama (BanG Dream!) (RVC V2) 400 Epoch;;RVC2;400;;https://huggingface.co/Icchan/Myura/resolve/main/AyaMaruyama.zip;Aya Maruyama;RVC2;400;;https://models.weights.gg/clobbmo5900kywsdm5aho8ex9.zip;Aya Maruyama;RVC2;500;;https://huggingface.co/Icchan/Myura/resolve/main/AyaMaruyama.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ayano Aishi;Yandere Simulator;RVC2;300;;https://huggingface.co/lilyrpa/lilyrpaModels/resolve/main/yandere.zip;Ayano Aishi ;RVC2;300;;https://models.weights.gg/clobs00gu0003wsm552fqrsaf.zip;Ayano Aishi ;RVC2;300;;https://huggingface.co/lilyrpa/lilyrpaModels/resolve/main/ayanosinging.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ayesha Erotica;Singer;RVC2;320;;https://huggingface.co/thezoenicole/Ayesha_BarelyLegal/resolve/main/Ayesha_BarelyLegal.zip;Ayesha Erotica;;;;https://app.kits.ai/convert/shared/ayeshaero-barely-legal-era;Ayesha Erotica;;;;https://huggingface.co/henry-y/AyeshaRVCV2/resolve/main/AyeshaV2_e1000_s80000.zip;Ayesha Erotica ;RVC2;500;;https://huggingface.co/thezoenicole/Ayesha_Erotica_Prada_Era/resolve/main/AyeshaEroticaPrada.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Azir;League of legend;RVC2;500;Russian;https://huggingface.co/dragoncrack/azir_RU_500epoh/resolve/main/Azir%20League%20of%20legends.zip;Azir ;RVC2;300;English;https://huggingface.co/dragoncrack/azir_RVC_v2_ENG/resolve/main/azir_v2_ENG.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babs Seed ;My Little Pony;RVC2;300;;https://huggingface.co/MusicBox27/MyLittlePonyRVC/resolve/main/BabsSeed.zip;Babs Seed;RCV2;300;;epochhttps://drive.google.com/file/d/1t6hQcgt1uvVkNV8XV5zvK1sqLlF5IekS/vi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baby Keem;Singer;RVC, RMVPE;350;;https://huggingface.co/pangwen/babykeem/resolve/main/babykeem_e350.zip?download=true;Baby Keem;RVC2;475;;https://huggingface.co/raptarantino/babykeem475e/resolve/main/babykeem.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bad Bunny;Singer;RVC2, RMVPE;500;;https://huggingface.co/xZAFUEx/ZafueRVCModels/resolve/main/BadBunny.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baguette;Brawl Of The Objects;RVC2;100;English;https://huggingface.co/cheir/english_baguette/resolve/main/english_baguette.zip;Baguette;RVC2;100;French;https://huggingface.co/cheir/BAGUETTE/resolve/main/baguettev1.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baki Hanma;Baki;RVC2;300;Japanese;https://huggingface.co/Aragobhaid/BakiHanmaRVC/blob/main/Baki_Hanma_Model.zip;Baki Hanma;RVC;300;;https://huggingface.co/ArthurADJ/BakiHanma/resolve/main/Baki2.pth;Baki Hanma;RVC2;200;;https://huggingface.co/ArthurADJ/BakiNarrator/resolve/main/BakiNarrator.pth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baku;;;250;;https://huggingface.co/wormmeat/BakuSethical/resolve/main/SethicalBaku.zip;Baku;RVC2;300;;https://huggingface.co/Coleereer/EGadd/resolve/main/BakuSeason5.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Balloon Boy;Five Nights at Freddy's;OV2 super;600;;https://huggingface.co/C0ttontheBunny/BBOv2/resolve/main/BalloonboyV3.zip?download=true;Balloon Boy;;600;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Balloon%20Boy%20(FNaF).zip;Balloon Boy;RVC2;300;;https://discord.com/channels/1089076875999072296/1140839687196512266;Balloon Boy;RVC2;600;;https://huggingface.co/Dr-Ivo-Robotnik/Balloon_BoyV2/resolve/main/BB.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bambi (Polish Rapper) ;Singer;RVC2;500;;https://huggingface.co/CrimsonZockt/RVC-Model/resolve/main/Bambi.zip;Bambi;RVC2;500;;https://huggingface.co/DavidDalson/Bambi/resolve/main/Bambi.zip;Bambi;RVC2;200;;https://huggingface.co/REDACTEDREDACT/Marcello_Bambi/resolve/main/MarcelloBambi.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Banjo (Banjo Kazooie) ;;RVC2;250;;https://huggingface.co/Xhepyxopila/BanjoKazooie/resolve/main/Banjo.zip;Banjo ;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Banjo.zip;Banjo ;RVC2;200;;https://huggingface.co/Xhepyxopila/BanjoKazooieRVC/resolve/main/BanjoULT.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barack Obama;Politician;RVC2;500;;https://huggingface.co/Flyleaf/BarackObama2020/resolve/main/Obama.zip?download=true;Barack Obama ;RVC2;300;;https://huggingface.co/0x3e9/0x3e9_RVC_models/resolve/main/obama.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baraka ;Mortal Kombat;RVC2;400;;https://huggingface.co/Resizable/Baraka/resolve/main/Baraka.zip;Baraka;RVC2;400;;https://huggingface.co/datasets/Resizable/Baraka/resolve/main/Baraka.zip;Baraka;RVC2;200;;https://huggingface.co/Hazza1/Baraka/resolve/main/baraka.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barbie (Margot Robbie) RVC V2 300 Epochs;Actor;RVC2;300;;https://huggingface.co/TJKAI/Barbie/resolve/main/Barbie.zip;Barbie Explorer;RVC2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bartholomew Kuma;One piece;RVC2;260;;https://huggingface.co/Skeetawn/OnePiece-BartholomewKuma/resolve/main/OnePiece-BartholomewKuma.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bartolomeo;One Piece;RVC2;260;;https://huggingface.co/Skeetawn/OnePiece-Bartolomeo/resolve/main/OnePiece-Bartolomeo.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Basil Hawkins;One Piece;RVC2;205;;https://huggingface.co/Skeetawn/OnePiece-BasilHawkins/resolve/main/OnePiece-BasilHawkins.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bastion;Overwatch;RVC2, RMVPE;315;;https://huggingface.co/KawaiianPizza/RVC-Models/resolve/main/Bastion_e315.zip;Bastion ;RVC2;1000;;https://huggingface.co/officialgrayscale/rvc-models/resolve/main/overwatch2-bastion.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bataan (Azur Lane) [JP] (RVC v2) (200 Epochs);;RVC2;200;Japanese;https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Bataan-JP-Test.zip;Bataan;RVC2;270;Japanese;https://huggingface.co/NoIdea4Username/NoIdeaRVCCollection/resolve/main/Bataan-JP-V2.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bea;Brawl Stars;RVC2;680;;https://huggingface.co/Pawlik17/beeautiful/resolve/main/BeeFree.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benjamin Burnley ;Singer;RVC2;1135;;https://huggingface.co/TheGreasyGamer/BenjaminBurnley/resolve/main/BenjaminBurnley.zip;Benjamin Burnley;RVC2;700;;https://huggingface.co/Zack157/BenjaminBurnley/resolve/main/BenjaminBurnley.zip;Benjamin Burnley;RVC2;1195;;https://huggingface.co/TheGreasyGamer/BenjaminBurnleyV2/resolve/main/BenjaminBurnleyV2.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
benjamin netanyahu ;Politician;RVC2;340;;https://huggingface.co/pipi00pipi/benjamin_netanyahu/resolve/main/bibi.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bernie Sanders ;Politician;RVC2, RMVPE;110;;https://huggingface.co/progward/RVC-models/resolve/main/90s_Bernie.zip;Bernie Sanders;RMVPE;90;;https://huggingface.co/progward/RVC-models/resolve/main/BernieSanders.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beyoncé ;Singer;RVC2;390;;https://huggingface.co/udrivemecrazy/udrivemecrazyRVC/resolve/main/RVC2Beyonce390.zip;Beyoncé ;RVC2;500;;https://huggingface.co/BarbiDahl/BarbiDahlai/resolve/main/sashafierce500.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bibi;Brawl Stars;;;;https://huggingface.co/fernandogg2009/Bibi/resolve/main/Bibi.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bico;FNF;RVC2;360;;https://huggingface.co/Dr-Ivo-Robotnik/Bico/resolve/main/Bico.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Big Mom / Charlotte Linlin;One Piece;RVC2;250;;https://huggingface.co/RevolutionaryPie/BigMomRVC/resolve/main/BigMom.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Big News Morgans ;One Piece;RVC2;300;;https://huggingface.co/Coleereer/EGadd/resolve/main/BigNewsMorgansDub.zip;Big News Morgans;RVC2;205;;https://huggingface.co/Skeetawn/OnePiece-Morgans/resolve/main/OnePiece-Morgans.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Big Pun;Singer;RVC2;475;;https://huggingface.co/DJManelo/DJ_ManeloRVC/resolve/main/BigPun.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Big Shaq;Actor;RVC2;550;;https://huggingface.co/rayzox57/BigShaq_RVC/resolve/main/BigShaq_v2_Ov2_550e.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bill Gates (RVC v2) [300 Epochs/4.5k Steps];;RVC2;300;;https://huggingface.co/SyberGen/Main-VModels/resolve/main/BillGates.zip;Bill Gates and Steve Jobs;RVC2;250-200;;https://huggingface.co/PokeBrother/GatesJobsSN/resolve/main/BillGates.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Billlie Haruna ;Singer;RVC2;250;;https://huggingface.co/kaengpil/haruna/resolve/main/haruna.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Birdo ;Mario Bros;RVC2;120;;https://huggingface.co/Xhepyxopila/BirdoRVC/resolve/main/GBABirdoV3.zip;Birdo;RVC2;205;;https://huggingface.co/Xhepyxopila/MarioRVCModels/resolve/main/BirdoGBAv2.zipp;Birdo;RVC2, RMVPE, OV2;1000;;https://huggingface.co/Xhepyxopila/MiscCartoonModelsRVC/resolve/main/gba_birdo.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Björk Fossora;Singer;RVC2;300;;https://huggingface.co/juaow/modelosia/resolve/main/bjork.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Black Maria;One Piece;RVC2;300;;https://huggingface.co/Skeetawn/OnePiece-BlackMaria/resolve/main/OnePiece-BlackMaria.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Black Panther ;Marvel;RVC2;300;;https://huggingface.co/TJKAI/BlackPannther/resolve/main/BlackPanther.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Black Yoshi (SML);Mario Bros;;;;https://models.weights.gg/58692eb4-f50b-4db2-b1b6-5a154bd7caed.zip;Black Yoshi;RVC2;650;;https://huggingface.co/koolaidinpepsi/aivoices/resolve/main/blackyoshi.zip;Black Yoshi;RVC2;300;;https://huggingface.co/Rigosaenz/Blackyoshisml/resolve/main/Black%20Yoshi%20(SML).zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blackbeard / Marshall D. Teach;One Piece;RVC2;250;;https://huggingface.co/RevolutionaryPie/BlackbeardRVC/resolve/main/Blackbeard.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
