nombre;categoria;rvc;epochs;language;enlace;nombre2;rvc2;epochs2;language2;enlace2;nombre3;rvc3;epochs3;language3;enlace3;nombre4;rvc4;epochs4;language4;enlace4;nombre5;rvc5;epochs5;language5;enlace5;nombre6;rvc6;epochs6;language6;enlace6;nombre7;rvc7;epochs7;language7;enlace7;nombre8;rvc8;epochs8;language8;enlace8;nombre9;rvc9;epochs9;language9;enlace9;nombre10;rvc10;epochs10;language10;enlace10
Eustass Kid;One Piece;RVC2;250;;https://huggingface.co/RevolutionaryPie/KidRVC/resolve/main/EustassKid.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ezili;Bloons TD;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Ezili.zip;Ezili;RVC2;250;;https://huggingface.co/Camthekirby/My-Funky-Models/resolve/main/Ezili.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ezreal;League of Legends;RVC2;250;Portuguese (BR);https://huggingface.co/Godielvs/ezrealbrdubRVCv2/resolve/main/ezrealbrdub.zip;Ezreal (Lil Yoda);RVC2;500;English;https://huggingface.co/LilYoda/ezrealLOL/resolve/main/Ezreal.zip;Ezreal;;250;Turkish;https://huggingface.co/cengizhanprodeksin/Ezrealv1/blob/main/Ezraelv1.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabrizio De André;Singer;;400;Italian;https://huggingface.co/lollenape/LollenApeRVC/resolve/main/DeAndr%C3%A9400.zip;Fabrizio de André;RVC2;300;Italian;https://huggingface.co/AngeT10/DEandrev2/resolve/main/ANDREV2.zip?download=true;Fabrizio de André;RVC2;300;Italian;https://huggingface.co/AngeT10/DEandrev2/resolve/main/ANDREV2.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fact Core;Portal 2 ;;300;;https://huggingface.co/Kaida123XD/Fact_Core_PORTAL2_RVC/resolve/main/fact%20core.zip?download=true;Fact Core (Ov2 Super Pretrain);;300;;https://huggingface.co/Kaida123XD/FACT_CORE_PORTAL2_RVC2_V2/resolve/main/fact%20core%20V2.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fanboy;Fanboy & Chum Chum;;;;https://discord.com/channels/1159260121998827560/1161453563730464840;Fanboy;;;;https://app.kits.ai/convert/shared/fanboy;Fanboy;RVC2;300;;https://huggingface.co/craftersshaft/RVC-ReallyGoodeModel-craftersshaft/resolve/main/Fanboy.zip?download=true;Fanboy (Singing);;300;;https://huggingface.co/JaimeVJ09/Fanboy/resolve/main/Fanboy.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faputa ;Made in Abyss;OV2;150;;https://huggingface.co/Joxi/RVCv2_models/resolve/main/Faputa%20(Made%20in%20Abyss)%20(Ov2).zip?download=true;Faputa (Reupload);;200;;https://huggingface.co/Joxi/RVCv2_models/resolve/main/Faputa.zip?download=true;Faputa;RVC2;200;;https://huggingface.co/Joxi/RVCv2_models/resolve/main/Faputa.zip;Faputa (40k);RVC2;500;;https://huggingface.co/RUXHIR2828/Faptu/resolve/main/faptu.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Farmer With A Shotgun;Dragon Ball;;;English;https://models.weights.gg/b2cc1700-d4d8-4c63-82b9-019913f6a871.zip;Farmer With a Shotgun;RVC2;750;English;https://static.wikia.nocookie.net/dragonballupdates/images/3/3d/Farmer.png/revision/latest?cb=20111211190017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Felix Argyle;Re:Zero;;200;;https://app.kits.ai/convert/shared/felix-argyle;Felix Argyle;RVC2;500;;https://huggingface.co/BlinMaster1/felixargyle/resolve/main/felixargyle.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Female V;Cyberpunk;RVC2;400;;https://youtube.com/playlist?list=PL4sG3ZyWkBjDv7CquwDlEnpf3K_RImHQ_;Female V;RVC2;400;;https://huggingface.co/Astral-P/Female_V_V2/resolve/main/CP2077_Female_V.zip;Female V (RUS);RVC2;500;Russian;https://huggingface.co/JHmashups/CyberpunkV/resolve/main/CyberpunkV.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fibberachee;SheZow;RVC2, RMVPE;100;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/8772d939cc9f83968a5c375de5a80195cdb82e4d/Fibberachee.zip;Fibberachee;RVC2, RMVPE;100;;https://models.weights.gg/cloc6h9ri001zwsmy17dp4qqa.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fifi Forget-Me-Not;Fifi and the Flowertots;;;;https://models.weights.gg/a793e273-6fee-4959-b4fb-f83823ff2910.zip;Fifi Forget-Me-Not;;;;https://models.weights.gg/5cc0e455-76a6-4620-abfc-6197efc8cbdc.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fionna;Adventure Time;RVC-beta;1000;;https://huggingface.co/Keshiak/Fionna/resolve/main/Fionna.zip;Fionna (Latino);;;Español;https://app.kits.ai/convert/shared/fionna-campbell-latino-hora-de-aventura-fionna-y-cake;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fiora;League of Legends;RVC2, RMVPE;500;;https://huggingface.co/AyyMann/AyyMannAI/resolve/main/FioraTheGrandDuelist.zip?download=true;Fiora;RVC2, RMVPE;500;;https://huggingface.co/AyyMann/AyyMannAI/resolve/main/FioraTheGrandDuelist.zip;Fiora;RVC2, RMVPE;500;;https://models.weights.gg/cloanpl4500ymwsj7nwor9b7k.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Firey;Battle for Dream Island;RVC2, RMVPE;450;;https://huggingface.co/stereoslash/StereosRVC/resolve/main/fireycds.zip;Firey (Retrained) (Latino);RVC2, RMVPE;300;Español;https://huggingface.co/AmanBOT/FueguitoBFDIV2/resolve/main/FueguitoBFDIV2.zip;Firet Jr.;RVC2;190;;https://huggingface.co/FannToonsTheSilliest/nailyv2/resolve/main/firey_jr.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FitMC;Youtuber;RVC2, RMVPE;155;;https://huggingface.co/AnimeSessions/SAG-AFTRA_RIAA_Friendly_RVC_Voice_Models/resolve/main/FitMCRVC.zip?download=true;FitMC;RVC2;300;;https://huggingface.co/OccultMC/FitMC/resolve/main/FitMC_RVCv2_300_Epoch.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fizzarolli;Helluva Boss;RVC-beta;1000;;https://huggingface.co/Keshiak/Fizzarolli/resolve/main/Fizzarolli.zip;Fizzarolli;RVC2, RMVPE;300;;https://huggingface.co/ScruffyRVC/RFCRVCV2/resolve/main/fizz.zip?download=true;Fizzarolli;RVC2;200;;https://huggingface.co/Loren85/Frizzaroli-LOOK-AT-THIST-Voice/resolve/main/Frizzaroli-LOOK%20AT%20THIS-Voice.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flandre Scarlet;Touhou;RVC2;250;;https://huggingface.co/CCGXDTOKYO/Flandre_Scarlet_V2_250/resolve/main/Flandre3%20(epochs%20250-crave)%20Final.zip;Flandre Scarlet;RVC2, OV2 Super;250;;https://huggingface.co/CRoyce/Models_I_make/resolve/main/Flandre_Scarlet.zip?download=true;Flandre Scarlet;RVC2;300;;https://huggingface.co/bravelilbirb/cirnofunky/resolve/main/FlanFlanFlan.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flowey - Undertale;Undertale;RVC2, RMVPE;380;;https://huggingface.co/Freaky98/Flowey-rvc-v2-380e/resolve/main/Flowey.zip?download=true;Flowey;RVC2;240;;https://huggingface.co/LTFOfficial/LTFRVC/resolve/main/Flowey.zip;Flowey;RMVPE;400;;https://huggingface.co/Homiebear/Flowey/resolve/main/UNDERTALE%20Flowey.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fluttershy;My Little Pony;;;;https://models.weights.gg/943fc78b-eab6-4daa-9689-ac510929594f.zip;Fluttershy;RVC2;250;;https://huggingface.co/TimPlay212/TimPlay212RVC/resolve/main/Fluttershymov.zip;Fluttershy;RVC2, RMVPE, Ov2;120;;https://huggingface.co/marup/MLPFIMRVC/resolve/main/MLP06Fluttershy.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France Gall;Singer;RVC2;;;https://models.weights.gg/a14bf43b-d148-4d91-b937-de6b1b0a253d.zip;France Gall;RVC2;200;;https://huggingface.co/abc1234/FranceGall_70s/resolve/main/FranceGall_70s.zip;France Gall (1960s);RVC2;200;;https://huggingface.co/abc1234/FranceGall_1960s/resolve/main/FranceGall_Sixties.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frank Ocean;Singer;RVC2, RMVPE;2000;;https://huggingface.co/analogspiderweb/analogspiderweb_RVC/resolve/main/FrankOcean-48k.zip;Frank Ocean;RVC2;325;;https://huggingface.co/raptarantino/frankocean325e/resolve/main/frankoceancrepe.zip;Frank Ocean;RVC2;860;;https://huggingface.co/raptarantino/frankocean860e/resolve/main/frankocean860e.zip;Frank Ocean;RVC;1000;;https://huggingface.co/jentiecult/frankocean/resolve/main/frankocean.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frank Sinatra;Singer;RVC2;300;;https://huggingface.co/Kalfrin/VOICE-IA-MODEL-BY-KALFRIN/blob/main/Frank%20Sinatra%2040s.zip;Frank Sinatra;RVC2;300;;https://huggingface.co/datasets/Roscall/SinatraRVC/resolve/main/Sinatra%20RVC.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frankenstein's Monster;;;330;;https://huggingface.co/Albinator/Frankensteins-Monster-Grunts/resolve/main/Frankensteins-Monster_e260_s520-3SecDataset.zip?download=true;Frankenstein's Monster (1931);RVC2;;;https://huggingface.co/Albinator/Frankensteins-Monster-Grunts/resolve/main/Frankensteins-Monster_e260_s520-3SecDataset.zip;Frankenstein's Monster;RVC2;330;;https://huggingface.co/Albinator/Frankensteins-Monster-Grunts/resolve/main/Frankensteins-Monster_e330_s990-10SecDataset.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Franklin Clinton;GTA;RVC2;300;;https://huggingface.co/grandtheftauto/franklin-clinton/resolve/main/franklin.zip;Franklin Clinton (Shawn Fonteno);RVC2;500;;https://huggingface.co/Tsuinzues/franklinclinton/resolve/main/franklinclinton.zip;Franklin Clinton;RVC2;300;;https://huggingface.co/lilyrpa/lilyrpaModels/resolve/main/franklinclinton.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Franky;One Piece;;400;Japanese;https://huggingface.co/Flyleaf/FrankyOnePieceJapaneseVA/resolve/main/FrankyOnePiece.zip;Franky;RVC2;300;English;https://huggingface.co/FrappeChan/Franky_English/blob/main/Franky_English.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fred Flintstone (Alan Reed);The Flintstones;RVC2, RMVPE;100;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/FredFlintstone.zip;Fred Flintstone (Alan Reed);RVC2, RMVPE;350;;https://huggingface.co/lintu/FredFlintstone/blob/main/FredFlintstone.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fred Jones;Scooby Doo;RVC2, RMVPE;350;;https://huggingface.co/SuperTyler101/FredJones/resolve/main/FredJones.zip?download=true;Fred Jones;RVC2;500;;https://huggingface.co/Player1444/AI.models/resolve/main/Fred%20Jones.zip?download=true;Fred Jones;RVC2;500;;https://huggingface.co/Player1444/AI.models/resolve/main/Fred%20Jones.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fredbear;FNAF;RVC1;266;;https://drive.google.com/file/d/1AlD31jCbR_eSEJn_a218eWXDH4HxHcWU/view?usp=sharing;Fredbear;RVC2;90;;https://huggingface.co/Meido2/FredbearFNAFWorld/resolve/main/FredbearFNAFW.zip;Fredbear;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/fredbear-fnafworld.zip;Fredbear;RVC2;250;;https://huggingface.co/Alexthereek/Fredbear/resolve/main/Fredbear.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Freezer;Dragon Ball;RVC2;300;Italian;https://huggingface.co/Pugliah/Freezer/resolve/main/freezer.zip;Freezer;RVC2;300;Italian;https://huggingface.co/Pugliah/Freezer/resolve/main/freezer.zip%3C:monka:1159360351872221274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frosty The Snowman;;RVC2;300;;https://huggingface.co/MoltenStar/frostythesnowmanRVCV2/resolve/main/frostythesnowmanRVCV2.zip;Frosty The Snowman;RVC1;300;;https://huggingface.co/MoltenStar/frostythesnowmanRVC/resolve/main/frostythesnowmanRVC.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fu Xuan;Honkai: Star Rail;RVC2;300;English;https://huggingface.co/Juneuarie/FuXuan/resolve/main/FuXuan.zip;Fu Xuan;RVC2;480;Korean;https://huggingface.co/jarari/RVC-v2/resolve/main/fuxuan_kr.zip;Fu Xuan;RVC2, RMVPE;140;English;https://huggingface.co/Dolyfin/Dolyfin/resolve/main/FuxuanEN1.3_e140_s21420.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Future Trunks;Dragon Ball;RVC2;250;Japanese;https://huggingface.co/Goshujin/GoshujinRVC/resolve/main/FutureTrunksJPN.zip;Future Trunks;RVC2, OV2 Super;250;English;https://huggingface.co/SyberGen/DragonBall-Ov2Super/resolve/main/FutureTrunks-FighterZ.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fuzz The Cat;The June Archives;RVC2;Varied;;https://huggingface.co/MrAK2006/RVCModels/resolve/main/fuzznormal.zip;Fuzz the Cat;RVC2;250;;https://huggingface.co/datonerylsguy/FuzzTheCat/resolve/main/FuzzTheCat.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaige;Borderlands;RVC2, RMVPE;300;;https://huggingface.co/Astral-P/Gaige/resolve/main/Gaige.zip;Gaige;RVC2, RMVPE;300;;https://huggingface.co/Astral-P/Gaige/resolve/main/Gaige.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gale;Brawl Stars;RVC2, RMVPE;200;;https://huggingface.co/Nick088/Gale_Brawl_Stars/resolve/main/Gale_Brawl_Stars.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gandalf;The Lord of the Rings;RVC2;300;;https://huggingface.co/ndroidz/gandalf/resolve/main/gandalf.zip;Gandalf (Hobbit);RVC2;300;;https://huggingface.co/InductiveGrub/Gandalf/resolve/main/Gandalf.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gandhi;Clone High;;200;;https://app.kits.ai/convert/shared/gandhi-clone-high;Gandhi (Latin);RVC2;400;Spanish;https://huggingface.co/SkippyLean/Gandhi_Latino/resolve/main/GandhiLatino.zip;Gandhi (Latin);RVC2;450;Spanish;https://drive.google.com/file/d/13diZXCBPi-5uQag24I_TvZ1KBzI6FrQ8/view?usp=sharing;Gandhi V2 (Latin);RVC2;450;;https://huggingface.co/SkippyLean/Gandhi_LatinoV2/resolve/main/GandhiLatinoV2.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gangle;TADC;RVC2, RMVPE;100;;https://huggingface.co/Nick088/TADC_Gangle/resolve/main/TADC_Gangle.zip;Gangle (Marissa Lenti);RVC2, RMVPE;50;;https://huggingface.co/Nick088/TADC_Gangle/resolve/main/TADC_Gangle.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ganondorf;The Legend of Zelda;;300;Japanese;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Ganondorf%20(Hironori%20Miyata%2C%20The%20Legend%20of%20Zelda).zip;Ganondorf (Takashi Nagasako);;300;Japanese;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Ganondorf%20(Takashi%20Nagasako%2C%20The%20Legend%20of%20Zelda).zip;Ganondorf (Tears of the Kingdom);RVC2;500;;https://huggingface.co/covaxgrizz/Ganon/resolve/main/Ganondorf.zip;Ganondorf (Tears of the Kingdom);RVC2;200;;https://huggingface.co/spidercraft/GanondorfTOTK/resolve/main/Ganon.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garcello;FNF;RVC2;200;;https://huggingface.co/OwlCity/OwlCityRVC/resolve/main/Garcello.zip;Garcello;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Garcello.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gardevoir;Pokemon;RVC2;250;;https://huggingface.co/Portersona/My-Models/resolve/main/Gardevoir.zip;Gardevoir;RVC2;300;;https://huggingface.co/Zeal-anton-ski/Sage/resolve/main/Gardevoir.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Garen;League of Legends;RVC2;300;Turkish;https://app.kits.ai/convert/shared/garen-SMc50dwRMH,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary Smith;Bully;RVC2;15;;https://huggingface.co/davisudo2000/GarySmith/resolve/main/GarySmith.zip?download=true;Gary Smith;RVC2;300;;https://huggingface.co/RafaG/ModelsAIvoice/resolve/main/Gary_Smith.zip;Gary Smith ;RVC2;200;;https://huggingface.co/Gbzzinn/GarySmithV2/resolve/main/GarySmithV2.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gecko Moria;One Piece;RVC2;260;;https://huggingface.co/Skeetawn/Gecko-Moria/resolve/main/OnePiece-GeckoMoria-V2.zip;Gecko Moria;RVC2;260;;https://huggingface.co/Skeetawn/OnePiece-GeckoMoria/resolve/main/OnePiece-GeckoMoria.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geese Howard;Tekken;RVC2;200;Japanese;https://huggingface.co/clydemystik325/ClydesRVCModels/resolve/main/GeeseCVS2_200e.zip;Geese Howard;RVC2;370;Japanese;https://huggingface.co/clydemystik325/ClydesRVCModels/resolve/main/GeeseHoward_370e.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General Grievous;Star Wars;RVC2;1000;;https://huggingface.co/OwlCity/OwlCityRVC/resolve/main/GrievousBf2.zip;General Grievous;RVC2;880;;https://huggingface.co/TheGreasyGamer/GeneralGrievous/resolve/main/GeneralGrievous.zip;General Grievous;RVC2;400;;https://huggingface.co/Akitai/GeneralGrievous/resolve/main/GeneralGrievousCGI.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
George Carlin;Actor;RVC2;250;;https://huggingface.co/datasets/cthl/georgecarlin/resolve/main/George_Carlin.zip;George Carlin;;300;;https://app.kits.ai/convert/shared/george-carlin-1;George Carlin;RVC2, RMVPE;200;;https://huggingface.co/EvanTheToonGuy40/RVC_Models/resolve/main/GeorgeCarlinNarration.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geraldo;Bloons TD;RVC2, RMVPE;125;;https://huggingface.co/Slkdow/Sanji/resolve/main/Geraldo%20BTD%206%20125E.zip?download=true;Geraldo;RVC2;250;;https://huggingface.co/tenqwerty/voice-models/resolve/main/geraldo.zip;Geraldo;;300;;https://huggingface.co/Blocktoast64/Blocktoasts-RVC-Models/blob/main/Geraldo.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerard Way;Singer;;1000;;https://mega.nz/file/gVtVSB7D#IiZpIaBV2f6ZKea7y3XdlMS4ZCijxPjhF9WlvD0i4GI;Gerard Way;;300;;https://app.kits.ai/convert/shared/gerard-way;Gerard Way;RVC2;300;;https://huggingface.co/stereoslash/StereosRVC/resolve/main/gerard.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Germán Garmendia;Youtuber;RVC;200;Spanish;https://huggingface.co/Krakon/GermanGarmendiaRVC/resolve/main/germangarmendia.zip;Germán Garmendia;RVC2;100;Spanish;https://huggingface.co/MilloXL07/GermanGarmendia/resolve/main/GermanGarmendia.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gex (Dana Gould/Gex) (RVC V2) 350 Epochs;;RVC2;350;;https://huggingface.co/Coleereer/EGadd/resolve/main/Gex.zip;Gex (Danny John-Jules);RVC2;350;English;https://huggingface.co/Coleereer/EGadd/resolve/main/Gex3UK.zip;Gex (Enter the Gecko);RVC2;350;English;https://huggingface.co/Coleereer/EGadd/resolve/main/Gex2US.zip;Gex (Mad Dash Racing);RVC2, RMVPE;200;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/GexMDR.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghali;Singer;RVC2;300;Italian;https://huggingface.co/ismattee/modelli/resolve/main/GhaliRVCv2.zip;Ghali;RVC2, Ov2;300;Italian;https://huggingface.co/Loren85/Ghali-2017-Album-voice/resolve/main/Ghali%202017%20Voce%20%20300.zip?download=true;Ghali;;400;;https://huggingface.co/Plasmati/AIDRIVEORNOTMODELS2/resolve/main/Ghali.zip?download=true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghost;Destiny;;;;https://models.weights.gg/cloehyov40003ld08zwzdtthc.zip;Ghost (O.G.);;;;https://huggingface.co/reddrumm/RVCModels/resolve/main/DestinyGhostDinkle_e595_s24990_RVC.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ghost (True Capitalist Radio, 2016 era) (RVC v2, 150 epochs);;RVC2;150;;https://huggingface.co/Margen67/tcrghost/resolve/main/tcrghost.zip;Ghost (True Capitalist Radio);RVC2;540;;https://huggingface.co/tridenT98/GhostPolitics/resolve/main/GhostPoliticsV2.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilbert Gottfried;Actor;RVC2, RMVPE;500;;https://huggingface.co/WoomyPearl/RVC-Model-Palace/resolve/main/GilbertGottfried.zip;Gilbert Gottfried;RVC2, RMVPE;575;;https://huggingface.co/analogspiderweb/analogspiderweb_RVC/resolve/main/gilbertgottfried.zip;Gilbert Gottfried;RVC2;300;;https://huggingface.co/Coleereer/EGadd/resolve/main/GilbertGottfried.zip;Gilbert Gottfried;RVC2;200;;https://huggingface.co/hoffmandess122/Gilbert/resolve/main/Gilbert.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gilgamesh;Fate/Stay Night;Ov2-Super;1190;;https://huggingface.co/Kaiser41/ModelMasterHQ/resolve/main/Fate%20-%20Universe/Gilgamesh.zip;Gilgamesh;RVC2, RMVPE;400;;https://huggingface.co/PGR-RVC/Fate_RVC_v2/resolve/main/GilgameshCaster_RVC_v2_RMVPE_400e.zip?download=true;Gilgamesh;RVC2, RMVPE;300;;https://huggingface.co/MrSneakyD/DoobusGoobus_RVC/resolve/main/Gilgamesh.zip;Gilgamesh;RVC2;200;;https://huggingface.co/mikarchive/Mikarchive_Models/resolve/main/Gilgamesh-Fate.zip;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
